ID	Genus	value	Group
SY81	Haemophilus	0	CT2
SY81	Bacteroides	0.169683622	CT2
SY81	Porphyromonas	0.073759878	CT2
SY81	Fusobacterium	0.063481395	CT2
SY81	Stenotrophomonas	0.029784612	CT2
SY81	Moraxella	0.002206754	CT2
SY81	Anaerococcus	0	CT2
SY81	Sphingomonas	0.00426245	CT2
SY81	Peptoniphilus	0	CT2
SY81	others	0.595595906	CT2
SY82	Corynebacterium	0.236652467	CT1
SY82	Propionibacterium	0.006151486	CT1
SY82	Staphylococcus	0	CT1
SY82	Streptococcus	0.006971254	CT1
SY82	Lactobacillus	0.255105851	CT1
SY82	Alloiococcus	0.033872335	CT1
SY82	Prevotella	0.042565748	CT1
SY82	Haemophilus	0.004551649	CT1
SY82	Bacteroides	0.06028091	CT1
SY82	Porphyromonas	0.011810466	CT1
SY82	Fusobacterium	0.032887325	CT1
SY82	Stenotrophomonas	0.030181229	CT1
SY82	Moraxella	0.013040119	CT1
SY82	Anaerococcus	0	CT1
SY82	Sphingomonas	0.000861616	CT1
SY82	Peptoniphilus	0	CT1
SY82	others	0.265067545	CT1
SY83	Corynebacterium	0.015222723	CT2
SY83	Propionibacterium	0.002385601	CT2
SY83	Staphylococcus	0.007406977	CT2
SY83	Streptococcus	0.099777523	CT2
SY83	Lactobacillus	0.113838717	CT2
SY83	Alloiococcus	0.001317888	CT2
SY83	Prevotella	0.043658948	CT2
SY83	Haemophilus	0.003169632	CT2
SY83	Bacteroides	0.146386083	CT2
SY83	Porphyromonas	0.053168962	CT2
SY83	Fusobacterium	0.041681	CT2
SY83	Stenotrophomonas	0.040583132	CT2
SY83	Moraxella	0.008065921	CT2
SY83	Anaerococcus	0	CT2
SY83	Sphingomonas	0.025956809	CT2
SY83	Peptoniphilus	0	CT2
SY83	others	0.397380083	CT2
SY84	Corynebacterium	0.135945452	CT2
SY84	Propionibacterium	0.020596012	CT2
SY84	Staphylococcus	0.029903608	CT2
SY84	Streptococcus	0.066485412	CT2
SY84	Lactobacillus	0.045286098	CT2
SY84	Alloiococcus	0.000861374	CT2
SY84	Prevotella	0.018787239	CT2
SY84	Haemophilus	0.001507688	CT2
SY84	Bacteroides	0.045028026	CT2
SY84	Porphyromonas	0.007454679	CT2
SY84	Fusobacterium	0.007798776	CT2
SY84	Stenotrophomonas	0.021156302	CT2
SY84	Moraxella	0.002757303	CT2
SY84	Anaerococcus	0	CT2
SY84	Sphingomonas	0.004696244	CT2
SY84	Peptoniphilus	0	CT2
SY84	others	0.591735788	CT2
SY85	Corynebacterium	0.090053855	CT2
SY85	Propionibacterium	0.000503978	CT2
SY85	Staphylococcus	0.006733799	CT2
SY85	Streptococcus	0.208631791	CT2
SY85	Lactobacillus	0.027994091	CT2
SY85	Alloiococcus	0.006812918	CT2
SY85	Prevotella	0.097370751	CT2
SY85	Haemophilus	0.001484839	CT2
SY85	Bacteroides	0.09819229	CT2
SY85	Porphyromonas	0.04117014	CT2
SY85	Fusobacterium	0.043979412	CT2
SY85	Stenotrophomonas	0.016568418	CT2
SY85	Moraxella	0.002412592	CT2
SY85	Anaerococcus	0	CT2
SY85	Sphingomonas	0.002677045	CT2
SY85	Peptoniphilus	0	CT2
SY85	others	0.35541408	CT2
SY86	Corynebacterium	0.04149932	CT2
SY86	Propionibacterium	0.003703036	CT2
SY86	Staphylococcus	0.010728063	CT2
SY86	Streptococcus	0.023798655	CT2
SY86	Lactobacillus	0.058817663	CT2
SY86	Alloiococcus	0.001253099	CT2
SY86	Prevotella	0.045093669	CT2
SY86	Haemophilus	0.006317921	CT2
SY86	Bacteroides	0.153251473	CT2
SY86	Porphyromonas	0.037305274	CT2
SY86	Fusobacterium	0.051900044	CT2
SY86	Stenotrophomonas	0.120085262	CT2
SY86	Moraxella	0.005826911	CT2
SY86	Anaerococcus	0	CT2
SY86	Sphingomonas	0.01508578	CT2
SY86	Peptoniphilus	0	CT2
SY86	others	0.425333829	CT2
